filename,n_rows,n_cols,id_column,numeric_vars,cat_vars,n_common_with_omics
Clinical data.tsi.txt,795,40,sample_id,"",sample_id;study_organization_0cptac_1icpc;tissue_type_0nat_1tumor;gender_0female_1male;alk_fusion_0no_1yes;luad_cohort;race;country;region;staging_pt;staging_pn;staging_pm;stage_full;egfr_mutation_info;egfr_mutation_class;cdkn2a_deletion_type;tp53_deletion_type;cin_seg_length_q3;cin_breakage_intensity_dispersion;immune_subtype;luad_subtype;nmf_consensus;nmf_consensus_core;nmf_prot_consensus;nmf_prot_consensus_core;stage;ecog_performance_score;age;tumor_size;tumor_purity;tumor_ploidy;kscore;seg_intensity;q3;tmb;smoking_score;overall_survival;overall_survival_2;recurrence_free_survival;recurrence_free_survival_2,
